fetched from: https://autoconfig.thunderbird.net/v1.1/, enriched, updated at: 2022-10-11
domain;smtp_host:smtp_port,smtp_host:smtp_port,smtp_host:smtp_port;smtp_login_template
minuet.plala.or.jp;minuet.mail.plala.or.jp:587,www.cherry.hs.plala.or.jp:465,ruken.hs.plala.or.jp:587,fussa-5e.hs.plala.or.jp:465;%EMAILLOCALPART%
minister.com;smtp.mail.com:465;%EMAILADDRESS%
mindless.com;smtp.mail.com:465;%EMAILADDRESS%
musician.org;smtp.mail.com:465;%EMAILADDRESS%
muslim.com;smtp.mail.com:465;%EMAILADDRESS%
mx4.tiki.ne.jp;smtp-auth.tiki.ne.jp:587;%EMAILADDRESS%
musling.dk;mail.telenor.dk:587;%EMAILADDRESS%
mindspring.com;smtpauth.earthlink.net:587,smtpauth.qe.earthlink.net:587;%EMAILADDRESS%
mx2.wt.tiki.ne.jp;smtp-auth.tiki.ne.jp:587;%EMAILADDRESS%
mobsters.com;smtp.mail.com:465;%EMAILADDRESS%
mx6.et.tiki.ne.jp;smtp-auth.tiki.ne.jp:587;%EMAILADDRESS%
mobil.dk;mail.telenor.dk:587;%EMAILADDRESS%
mx35.tiki.ne.jp;smtp-auth.tiki.ne.jp:587;%EMAILADDRESS%
mx5.tiki.ne.jp;smtp-auth.tiki.ne.jp:587;%EMAILADDRESS%
moscowmail.com;smtp.mail.com:465;%EMAILADDRESS%
mx8.tiki.ne.jp;smtp-auth.tiki.ne.jp:587;%EMAILADDRESS%
mx3.et.tiki.ne.jp;smtp-auth.tiki.ne.jp:587;%EMAILADDRESS%
mx21.tiki.ne.jp;smtp-auth.tiki.ne.jp:587;%EMAILADDRESS%
mx2.et.tiki.ne.jp;smtp-auth.tiki.ne.jp:587;%EMAILADDRESS%
munich.com;smtp.mail.com:465;%EMAILADDRESS%
mx4.et.tiki.ne.jp;smtp-auth.tiki.ne.jp:587;%EMAILADDRESS%
mx36.tiki.ne.jp;smtp-auth.tiki.ne.jp:587;%EMAILADDRESS%
mx5.et.tiki.ne.jp;smtp-auth.tiki.ne.jp:587;%EMAILADDRESS%
mx2.tiki.ne.jp;smtp-auth.tiki.ne.jp:587;%EMAILADDRESS%
mx31.tiki.ne.jp;smtp-auth.tiki.ne.jp:587;%EMAILADDRESS%
mx6.tiki.ne.jp;smtp-auth.tiki.ne.jp:587;%EMAILADDRESS%
mx51.et.tiki.ne.jp;smtp-auth.tiki.ne.jp:587;%EMAILADDRESS%
mx91.tiki.ne.jp;smtp-auth.tiki.ne.jp:587;%EMAILADDRESS%
mx32.tiki.ne.jp;smtp-auth.tiki.ne.jp:587;%EMAILADDRESS%
mx1.tiki.ne.jp;smtp-auth.tiki.ne.jp:587;%EMAILADDRESS%
mx71.tiki.ne.jp;smtp-auth.tiki.ne.jp:587;%EMAILADDRESS%
mx22.tiki.ne.jp;smtp-auth.tiki.ne.jp:587;%EMAILADDRESS%
navy.plala.or.jp;navy.mail.plala.or.jp:587,www.cherry.hs.plala.or.jp:465,ruken.hs.plala.or.jp:587,fussa-5e.hs.plala.or.jp:465;%EMAILLOCALPART%
netscape.net;smtp.aol.com:465;%EMAILADDRESS%
me.com;smtp.me.com:465,p34-smtp.mail.me.com:587,p12-smtp.mail.me.com:587;%EMAILLOCALPART%
mx51.tiki.ne.jp;smtp-auth.tiki.ne.jp:587;%EMAILADDRESS%
netbruger.dk;mail.telenor.dk:587;%EMAILADDRESS%
nn.iij4u.or.jp;mbox.iij4u.or.jp:587;%EMAILLOCALPART%.%EMAILDOMAIN%
mx52.tiki.ne.jp;smtp-auth.tiki.ne.jp:587;%EMAILADDRESS%
nifty.com;smtp.nifty.com:587;%EMAILLOCALPART%
mx61.tiki.ne.jp;smtp-auth.tiki.ne.jp:587;%EMAILADDRESS%
netscape.com;smtp.aol.com:465;%EMAILADDRESS%
mx82.tiki.ne.jp;smtp-auth.tiki.ne.jp:587;%EMAILADDRESS%
mx81.tiki.ne.jp;smtp-auth.tiki.ne.jp:587;%EMAILADDRESS%
myself.com;smtp.mail.com:465;%EMAILADDRESS%
null.net;smtp.mail.com:465;%EMAILADDRESS%
natteliv.dk;mail.telenor.dk:587;%EMAILADDRESS%
ntlworld.com;smtp.ntlworld.com:465;%EMAILADDRESS%
mypec.eu;smtps.pec.aruba.it:465,safety21.pec.aruba.it:465;%EMAILADDRESS%
ocn.ad.jp;smtp.ocn.ne.jp:465;%EMAILADDRESS%
nvbell.net;outbound.att.net:465;%EMAILADDRESS%
mx7.tiki.ne.jp;smtp-auth.tiki.ne.jp:587;%EMAILADDRESS%
mx3.tiki.ne.jp;smtp-auth.tiki.ne.jp:587;%EMAILADDRESS%
narod.ru;smtp.yandex.com:465;%EMAILADDRESS%
newyork.usa.com;smtp.mail.com:465;%EMAILADDRESS%
ocn.ne.jp;smtp.ocn.ne.jp:465;%EMAILADDRESS%
onet.pl;smtp.poczta.onet.pl:465;%EMAILADDRESS%
o2.pl;poczta.o2.pl:465;%EMAILLOCALPART%
oath.com;smtp.mail.com:465;%EMAILADDRESS%
onmicrosoft.com;smtp.office365.com:587,live-nameast.office365.com:587,live-nameast2.office365.com:587,live-nameast3.office365.com:587,live-nameast4.office365.com:587,live-nameast5.office365.com:587,live-namnorthwest.office365.com:587,live-namnorthwest2.office365.com:587,live-namnorthwest3.office365.com:587,live-namnorthwest4.office365.com:587,live-namsouth.office365.com:587,live-namsouth2.office365.com:587,live-namsouth3.office365.com:587,live-namsouth4.office365.com:587,live-namsouth5.office365.com:587,live-namsouth6.office365.com:587,outlook-emeaeast.office365.com:587,outlook-emeaeast2.office365.com:587,outlook-emeaeast3.office365.com:587,outlook-emeaeast4.office365.com:587,outlook-namnorthwest.office365.com:587,outlook-namnorthwest2.office365.com:587,outlook-namnorthwest3.office365.com:587,outlook-namnorthwest4.office365.com:587,outlook-namsouth.office365.com:587,outlook-namsouth2.office365.com:587,outlook-namsouth3.office365.com:587,outlook-namsouth4.office365.com:587,outlook-namsouth5.office365.com:587,outlook-namsouth6.office365.com:587;%EMAILADDRESS%
online.de;smtp.1und1.de:587;%EMAILADDRESS%
orange.plala.or.jp;orange.mail.plala.or.jp:587,www.cherry.hs.plala.or.jp:465,ruken.hs.plala.or.jp:587,fussa-5e.hs.plala.or.jp:465;%EMAILLOCALPART%
nycmail.com;smtp.mail.com:465;%EMAILADDRESS%
olc.protection.outlook.com;smtp.office365.com:587,live-nameast.office365.com:587,live-nameast2.office365.com:587,live-nameast3.office365.com:587,live-nameast4.office365.com:587,live-nameast5.office365.com:587,live-namnorthwest.office365.com:587,live-namnorthwest2.office365.com:587,live-namnorthwest3.office365.com:587,live-namnorthwest4.office365.com:587,live-namsouth.office365.com:587,live-namsouth2.office365.com:587,live-namsouth3.office365.com:587,live-namsouth4.office365.com:587,live-namsouth5.office365.com:587,live-namsouth6.office365.com:587,outlook-emeaeast.office365.com:587,outlook-emeaeast2.office365.com:587,outlook-emeaeast3.office365.com:587,outlook-emeaeast4.office365.com:587,outlook-namnorthwest.office365.com:587,outlook-namnorthwest2.office365.com:587,outlook-namnorthwest3.office365.com:587,outlook-namnorthwest4.office365.com:587,outlook-namsouth.office365.com:587,outlook-namsouth2.office365.com:587,outlook-namsouth3.office365.com:587,outlook-namsouth4.office365.com:587,outlook-namsouth5.office365.com:587,outlook-namsouth6.office365.com:587;%EMAILADDRESS%
op.pl;smtp.poczta.onet.pl:465;%EMAILADDRESS%
olive.plala.or.jp;olive.mail.plala.or.jp:587,www.cherry.hs.plala.or.jp:465,ruken.hs.plala.or.jp:587,fussa-5e.hs.plala.or.jp:465;%EMAILLOCALPART%
orange.fr;smtp.orange.fr:465;%EMAILADDRESS%
outlook.at;smtp.office365.com:587,live-nameast.office365.com:587,live-nameast2.office365.com:587,live-nameast3.office365.com:587,live-nameast4.office365.com:587,live-nameast5.office365.com:587,live-namnorthwest.office365.com:587,live-namnorthwest2.office365.com:587,live-namnorthwest3.office365.com:587,live-namnorthwest4.office365.com:587,live-namsouth.office365.com:587,live-namsouth2.office365.com:587,live-namsouth3.office365.com:587,live-namsouth4.office365.com:587,live-namsouth5.office365.com:587,live-namsouth6.office365.com:587,outlook-emeaeast.office365.com:587,outlook-emeaeast2.office365.com:587,outlook-emeaeast3.office365.com:587,outlook-emeaeast4.office365.com:587,outlook-namnorthwest.office365.com:587,outlook-namnorthwest2.office365.com:587,outlook-namnorthwest3.office365.com:587,outlook-namnorthwest4.office365.com:587,outlook-namsouth.office365.com:587,outlook-namsouth2.office365.com:587,outlook-namsouth3.office365.com:587,outlook-namsouth4.office365.com:587,outlook-namsouth5.office365.com:587,outlook-namsouth6.office365.com:587;%EMAILADDRESS%
office365.com;smtp.office365.com:587,live-nameast.office365.com:587,live-nameast2.office365.com:587,live-nameast3.office365.com:587,live-nameast4.office365.com:587,live-nameast5.office365.com:587,live-namnorthwest.office365.com:587,live-namnorthwest2.office365.com:587,live-namnorthwest3.office365.com:587,live-namnorthwest4.office365.com:587,live-namsouth.office365.com:587,live-namsouth2.office365.com:587,live-namsouth3.office365.com:587,live-namsouth4.office365.com:587,live-namsouth5.office365.com:587,live-namsouth6.office365.com:587,outlook-emeaeast.office365.com:587,outlook-emeaeast2.office365.com:587,outlook-emeaeast3.office365.com:587,outlook-emeaeast4.office365.com:587,outlook-namnorthwest.office365.com:587,outlook-namnorthwest2.office365.com:587,outlook-namnorthwest3.office365.com:587,outlook-namnorthwest4.office365.com:587,outlook-namsouth.office365.com:587,outlook-namsouth2.office365.com:587,outlook-namsouth3.office365.com:587,outlook-namsouth4.office365.com:587,outlook-namsouth5.office365.com:587,outlook-namsouth6.office365.com:587;%EMAILADDRESS%
mx41.tiki.ne.jp;smtp-auth.tiki.ne.jp:587;%EMAILADDRESS%
one.com;send.one.com:465;%EMAILADDRESS%
outlook.be;smtp.office365.com:587,live-nameast.office365.com:587,live-nameast2.office365.com:587,live-nameast3.office365.com:587,live-nameast4.office365.com:587,live-nameast5.office365.com:587,live-namnorthwest.office365.com:587,live-namnorthwest2.office365.com:587,live-namnorthwest3.office365.com:587,live-namnorthwest4.office365.com:587,live-namsouth.office365.com:587,live-namsouth2.office365.com:587,live-namsouth3.office365.com:587,live-namsouth4.office365.com:587,live-namsouth5.office365.com:587,live-namsouth6.office365.com:587,outlook-emeaeast.office365.com:587,outlook-emeaeast2.office365.com:587,outlook-emeaeast3.office365.com:587,outlook-emeaeast4.office365.com:587,outlook-namnorthwest.office365.com:587,outlook-namnorthwest2.office365.com:587,outlook-namnorthwest3.office365.com:587,outlook-namnorthwest4.office365.com:587,outlook-namsouth.office365.com:587,outlook-namsouth2.office365.com:587,outlook-namsouth3.office365.com:587,outlook-namsouth4.office365.com:587,outlook-namsouth5.office365.com:587,outlook-namsouth6.office365.com:587;%EMAILADDRESS%
onlinehome.de;smtp.1und1.de:587;%EMAILADDRESS%
onet.eu;smtp.poczta.onet.pl:465;%EMAILADDRESS%
orchid.plala.or.jp;orchid.mail.plala.or.jp:587,www.cherry.hs.plala.or.jp:465,ruken.hs.plala.or.jp:587,fussa-5e.hs.plala.or.jp:465;%EMAILLOCALPART%
opal.plala.or.jp;opal.mail.plala.or.jp:587,www.cherry.hs.plala.or.jp:465,ruken.hs.plala.or.jp:587,fussa-5e.hs.plala.or.jp:465;%EMAILLOCALPART%
outlook.co.il;smtp.office365.com:587,live-nameast.office365.com:587,live-nameast2.office365.com:587,live-nameast3.office365.com:587,live-nameast4.office365.com:587,live-nameast5.office365.com:587,live-namnorthwest.office365.com:587,live-namnorthwest2.office365.com:587,live-namnorthwest3.office365.com:587,live-namnorthwest4.office365.com:587,live-namsouth.office365.com:587,live-namsouth2.office365.com:587,live-namsouth3.office365.com:587,live-namsouth4.office365.com:587,live-namsouth5.office365.com:587,live-namsouth6.office365.com:587,outlook-emeaeast.office365.com:587,outlook-emeaeast2.office365.com:587,outlook-emeaeast3.office365.com:587,outlook-emeaeast4.office365.com:587,outlook-namnorthwest.office365.com:587,outlook-namnorthwest2.office365.com:587,outlook-namnorthwest3.office365.com:587,outlook-namnorthwest4.office365.com:587,outlook-namsouth.office365.com:587,outlook-namsouth2.office365.com:587,outlook-namsouth3.office365.com:587,outlook-namsouth4.office365.com:587,outlook-namsouth5.office365.com:587,outlook-namsouth6.office365.com:587;%EMAILADDRESS%
outlook.com.ar;smtp.office365.com:587,live-nameast.office365.com:587,live-nameast2.office365.com:587,live-nameast3.office365.com:587,live-nameast4.office365.com:587,live-nameast5.office365.com:587,live-namnorthwest.office365.com:587,live-namnorthwest2.office365.com:587,live-namnorthwest3.office365.com:587,live-namnorthwest4.office365.com:587,live-namsouth.office365.com:587,live-namsouth2.office365.com:587,live-namsouth3.office365.com:587,live-namsouth4.office365.com:587,live-namsouth5.office365.com:587,live-namsouth6.office365.com:587,outlook-emeaeast.office365.com:587,outlook-emeaeast2.office365.com:587,outlook-emeaeast3.office365.com:587,outlook-emeaeast4.office365.com:587,outlook-namnorthwest.office365.com:587,outlook-namnorthwest2.office365.com:587,outlook-namnorthwest3.office365.com:587,outlook-namnorthwest4.office365.com:587,outlook-namsouth.office365.com:587,outlook-namsouth2.office365.com:587,outlook-namsouth3.office365.com:587,outlook-namsouth4.office365.com:587,outlook-namsouth5.office365.com:587,outlook-namsouth6.office365.com:587;%EMAILADDRESS%
outlook.cl;smtp.office365.com:587,live-nameast.office365.com:587,live-nameast2.office365.com:587,live-nameast3.office365.com:587,live-nameast4.office365.com:587,live-nameast5.office365.com:587,live-namnorthwest.office365.com:587,live-namnorthwest2.office365.com:587,live-namnorthwest3.office365.com:587,live-namnorthwest4.office365.com:587,live-namsouth.office365.com:587,live-namsouth2.office365.com:587,live-namsouth3.office365.com:587,live-namsouth4.office365.com:587,live-namsouth5.office365.com:587,live-namsouth6.office365.com:587,outlook-emeaeast.office365.com:587,outlook-emeaeast2.office365.com:587,outlook-emeaeast3.office365.com:587,outlook-emeaeast4.office365.com:587,outlook-namnorthwest.office365.com:587,outlook-namnorthwest2.office365.com:587,outlook-namnorthwest3.office365.com:587,outlook-namnorthwest4.office365.com:587,outlook-namsouth.office365.com:587,outlook-namsouth2.office365.com:587,outlook-namsouth3.office365.com:587,outlook-namsouth4.office365.com:587,outlook-namsouth5.office365.com:587,outlook-namsouth6.office365.com:587;%EMAILADDRESS%
optician.com;smtp.mail.com:465;%EMAILADDRESS%
outlook.com;smtp.office365.com:587,live-nameast.office365.com:587,live-nameast2.office365.com:587,live-nameast3.office365.com:587,live-nameast4.office365.com:587,live-nameast5.office365.com:587,live-namnorthwest.office365.com:587,live-namnorthwest2.office365.com:587,live-namnorthwest3.office365.com:587,live-namnorthwest4.office365.com:587,live-namsouth.office365.com:587,live-namsouth2.office365.com:587,live-namsouth3.office365.com:587,live-namsouth4.office365.com:587,live-namsouth5.office365.com:587,live-namsouth6.office365.com:587,outlook-emeaeast.office365.com:587,outlook-emeaeast2.office365.com:587,outlook-emeaeast3.office365.com:587,outlook-emeaeast4.office365.com:587,outlook-namnorthwest.office365.com:587,outlook-namnorthwest2.office365.com:587,outlook-namnorthwest3.office365.com:587,outlook-namnorthwest4.office365.com:587,outlook-namsouth.office365.com:587,outlook-namsouth2.office365.com:587,outlook-namsouth3.office365.com:587,outlook-namsouth4.office365.com:587,outlook-namsouth5.office365.com:587,outlook-namsouth6.office365.com:587;%EMAILADDRESS%
mx9.tiki.ne.jp;smtp-auth.tiki.ne.jp:587;%EMAILADDRESS%
outlook.de;smtp.office365.com:587,live-nameast.office365.com:587,live-nameast2.office365.com:587,live-nameast3.office365.com:587,live-nameast4.office365.com:587,live-nameast5.office365.com:587,live-namnorthwest.office365.com:587,live-namnorthwest2.office365.com:587,live-namnorthwest3.office365.com:587,live-namnorthwest4.office365.com:587,live-namsouth.office365.com:587,live-namsouth2.office365.com:587,live-namsouth3.office365.com:587,live-namsouth4.office365.com:587,live-namsouth5.office365.com:587,live-namsouth6.office365.com:587,outlook-emeaeast.office365.com:587,outlook-emeaeast2.office365.com:587,outlook-emeaeast3.office365.com:587,outlook-emeaeast4.office365.com:587,outlook-namnorthwest.office365.com:587,outlook-namnorthwest2.office365.com:587,outlook-namnorthwest3.office365.com:587,outlook-namnorthwest4.office365.com:587,outlook-namsouth.office365.com:587,outlook-namsouth2.office365.com:587,outlook-namsouth3.office365.com:587,outlook-namsouth4.office365.com:587,outlook-namsouth5.office365.com:587,outlook-namsouth6.office365.com:587;%EMAILADDRESS%
neuf.fr;smtp.sfr.fr:465;%EMAILADDRESS%
outlook.fr;smtp.office365.com:587,live-nameast.office365.com:587,live-nameast2.office365.com:587,live-nameast3.office365.com:587,live-nameast4.office365.com:587,live-nameast5.office365.com:587,live-namnorthwest.office365.com:587,live-namnorthwest2.office365.com:587,live-namnorthwest3.office365.com:587,live-namnorthwest4.office365.com:587,live-namsouth.office365.com:587,live-namsouth2.office365.com:587,live-namsouth3.office365.com:587,live-namsouth4.office365.com:587,live-namsouth5.office365.com:587,live-namsouth6.office365.com:587,outlook-emeaeast.office365.com:587,outlook-emeaeast2.office365.com:587,outlook-emeaeast3.office365.com:587,outlook-emeaeast4.office365.com:587,outlook-namnorthwest.office365.com:587,outlook-namnorthwest2.office365.com:587,outlook-namnorthwest3.office365.com:587,outlook-namnorthwest4.office365.com:587,outlook-namsouth.office365.com:587,outlook-namsouth2.office365.com:587,outlook-namsouth3.office365.com:587,outlook-namsouth4.office365.com:587,outlook-namsouth5.office365.com:587,outlook-namsouth6.office365.com:587;%EMAILADDRESS%
outlook.in;smtp.office365.com:587,live-nameast.office365.com:587,live-nameast2.office365.com:587,live-nameast3.office365.com:587,live-nameast4.office365.com:587,live-nameast5.office365.com:587,live-namnorthwest.office365.com:587,live-namnorthwest2.office365.com:587,live-namnorthwest3.office365.com:587,live-namnorthwest4.office365.com:587,live-namsouth.office365.com:587,live-namsouth2.office365.com:587,live-namsouth3.office365.com:587,live-namsouth4.office365.com:587,live-namsouth5.office365.com:587,live-namsouth6.office365.com:587,outlook-emeaeast.office365.com:587,outlook-emeaeast2.office365.com:587,outlook-emeaeast3.office365.com:587,outlook-emeaeast4.office365.com:587,outlook-namnorthwest.office365.com:587,outlook-namnorthwest2.office365.com:587,outlook-namnorthwest3.office365.com:587,outlook-namnorthwest4.office365.com:587,outlook-namsouth.office365.com:587,outlook-namsouth2.office365.com:587,outlook-namsouth3.office365.com:587,outlook-namsouth4.office365.com:587,outlook-namsouth5.office365.com:587,outlook-namsouth6.office365.com:587;%EMAILADDRESS%
outlook.co.th;smtp.office365.com:587,live-nameast.office365.com:587,live-nameast2.office365.com:587,live-nameast3.office365.com:587,live-nameast4.office365.com:587,live-nameast5.office365.com:587,live-namnorthwest.office365.com:587,live-namnorthwest2.office365.com:587,live-namnorthwest3.office365.com:587,live-namnorthwest4.office365.com:587,live-namsouth.office365.com:587,live-namsouth2.office365.com:587,live-namsouth3.office365.com:587,live-namsouth4.office365.com:587,live-namsouth5.office365.com:587,live-namsouth6.office365.com:587,outlook-emeaeast.office365.com:587,outlook-emeaeast2.office365.com:587,outlook-emeaeast3.office365.com:587,outlook-emeaeast4.office365.com:587,outlook-namnorthwest.office365.com:587,outlook-namnorthwest2.office365.com:587,outlook-namnorthwest3.office365.com:587,outlook-namnorthwest4.office365.com:587,outlook-namsouth.office365.com:587,outlook-namsouth2.office365.com:587,outlook-namsouth3.office365.com:587,outlook-namsouth4.office365.com:587,outlook-namsouth5.office365.com:587,outlook-namsouth6.office365.com:587;%EMAILADDRESS%
outlook.co.id;smtp.office365.com:587,live-nameast.office365.com:587,live-nameast2.office365.com:587,live-nameast3.office365.com:587,live-nameast4.office365.com:587,live-nameast5.office365.com:587,live-namnorthwest.office365.com:587,live-namnorthwest2.office365.com:587,live-namnorthwest3.office365.com:587,live-namnorthwest4.office365.com:587,live-namsouth.office365.com:587,live-namsouth2.office365.com:587,live-namsouth3.office365.com:587,live-namsouth4.office365.com:587,live-namsouth5.office365.com:587,live-namsouth6.office365.com:587,outlook-emeaeast.office365.com:587,outlook-emeaeast2.office365.com:587,outlook-emeaeast3.office365.com:587,outlook-emeaeast4.office365.com:587,outlook-namnorthwest.office365.com:587,outlook-namnorthwest2.office365.com:587,outlook-namnorthwest3.office365.com:587,outlook-namnorthwest4.office365.com:587,outlook-namsouth.office365.com:587,outlook-namsouth2.office365.com:587,outlook-namsouth3.office365.com:587,outlook-namsouth4.office365.com:587,outlook-namsouth5.office365.com:587,outlook-namsouth6.office365.com:587;%EMAILADDRESS%
outlook.es;smtp.office365.com:587,live-nameast.office365.com:587,live-nameast2.office365.com:587,live-nameast3.office365.com:587,live-nameast4.office365.com:587,live-nameast5.office365.com:587,live-namnorthwest.office365.com:587,live-namnorthwest2.office365.com:587,live-namnorthwest3.office365.com:587,live-namnorthwest4.office365.com:587,live-namsouth.office365.com:587,live-namsouth2.office365.com:587,live-namsouth3.office365.com:587,live-namsouth4.office365.com:587,live-namsouth5.office365.com:587,live-namsouth6.office365.com:587,outlook-emeaeast.office365.com:587,outlook-emeaeast2.office365.com:587,outlook-emeaeast3.office365.com:587,outlook-emeaeast4.office365.com:587,outlook-namnorthwest.office365.com:587,outlook-namnorthwest2.office365.com:587,outlook-namnorthwest3.office365.com:587,outlook-namnorthwest4.office365.com:587,outlook-namsouth.office365.com:587,outlook-namsouth2.office365.com:587,outlook-namsouth3.office365.com:587,outlook-namsouth4.office365.com:587,outlook-namsouth5.office365.com:587,outlook-namsouth6.office365.com:587;%EMAILADDRESS%
outlook.ph;smtp.office365.com:587,live-nameast.office365.com:587,live-nameast2.office365.com:587,live-nameast3.office365.com:587,live-nameast4.office365.com:587,live-nameast5.office365.com:587,live-namnorthwest.office365.com:587,live-namnorthwest2.office365.com:587,live-namnorthwest3.office365.com:587,live-namnorthwest4.office365.com:587,live-namsouth.office365.com:587,live-namsouth2.office365.com:587,live-namsouth3.office365.com:587,live-namsouth4.office365.com:587,live-namsouth5.office365.com:587,live-namsouth6.office365.com:587,outlook-emeaeast.office365.com:587,outlook-emeaeast2.office365.com:587,outlook-emeaeast3.office365.com:587,outlook-emeaeast4.office365.com:587,outlook-namnorthwest.office365.com:587,outlook-namnorthwest2.office365.com:587,outlook-namnorthwest3.office365.com:587,outlook-namnorthwest4.office365.com:587,outlook-namsouth.office365.com:587,outlook-namsouth2.office365.com:587,outlook-namsouth3.office365.com:587,outlook-namsouth4.office365.com:587,outlook-namsouth5.office365.com:587,outlook-namsouth6.office365.com:587;%EMAILADDRESS%
outlook.pt;smtp.office365.com:587,live-nameast.office365.com:587,live-nameast2.office365.com:587,live-nameast3.office365.com:587,live-nameast4.office365.com:587,live-nameast5.office365.com:587,live-namnorthwest.office365.com:587,live-namnorthwest2.office365.com:587,live-namnorthwest3.office365.com:587,live-namnorthwest4.office365.com:587,live-namsouth.office365.com:587,live-namsouth2.office365.com:587,live-namsouth3.office365.com:587,live-namsouth4.office365.com:587,live-namsouth5.office365.com:587,live-namsouth6.office365.com:587,outlook-emeaeast.office365.com:587,outlook-emeaeast2.office365.com:587,outlook-emeaeast3.office365.com:587,outlook-emeaeast4.office365.com:587,outlook-namnorthwest.office365.com:587,outlook-namnorthwest2.office365.com:587,outlook-namnorthwest3.office365.com:587,outlook-namnorthwest4.office365.com:587,outlook-namsouth.office365.com:587,outlook-namsouth2.office365.com:587,outlook-namsouth3.office365.com:587,outlook-namsouth4.office365.com:587,outlook-namsouth5.office365.com:587,outlook-namsouth6.office365.com:587;%EMAILADDRESS%
outlook.sa;smtp.office365.com:587,live-nameast.office365.com:587,live-nameast2.office365.com:587,live-nameast3.office365.com:587,live-nameast4.office365.com:587,live-nameast5.office365.com:587,live-namnorthwest.office365.com:587,live-namnorthwest2.office365.com:587,live-namnorthwest3.office365.com:587,live-namnorthwest4.office365.com:587,live-namsouth.office365.com:587,live-namsouth2.office365.com:587,live-namsouth3.office365.com:587,live-namsouth4.office365.com:587,live-namsouth5.office365.com:587,live-namsouth6.office365.com:587,outlook-emeaeast.office365.com:587,outlook-emeaeast2.office365.com:587,outlook-emeaeast3.office365.com:587,outlook-emeaeast4.office365.com:587,outlook-namnorthwest.office365.com:587,outlook-namnorthwest2.office365.com:587,outlook-namnorthwest3.office365.com:587,outlook-namnorthwest4.office365.com:587,outlook-namsouth.office365.com:587,outlook-namsouth2.office365.com:587,outlook-namsouth3.office365.com:587,outlook-namsouth4.office365.com:587,outlook-namsouth5.office365.com:587,outlook-namsouth6.office365.com:587;%EMAILADDRESS%
nsat.jp;mail.nsat.jp:587;%EMAILADDRESS%
outlook.com.gr;smtp.office365.com:587,live-nameast.office365.com:587,live-nameast2.office365.com:587,live-nameast3.office365.com:587,live-nameast4.office365.com:587,live-nameast5.office365.com:587,live-namnorthwest.office365.com:587,live-namnorthwest2.office365.com:587,live-namnorthwest3.office365.com:587,live-namnorthwest4.office365.com:587,live-namsouth.office365.com:587,live-namsouth2.office365.com:587,live-namsouth3.office365.com:587,live-namsouth4.office365.com:587,live-namsouth5.office365.com:587,live-namsouth6.office365.com:587,outlook-emeaeast.office365.com:587,outlook-emeaeast2.office365.com:587,outlook-emeaeast3.office365.com:587,outlook-emeaeast4.office365.com:587,outlook-namnorthwest.office365.com:587,outlook-namnorthwest2.office365.com:587,outlook-namnorthwest3.office365.com:587,outlook-namnorthwest4.office365.com:587,outlook-namsouth.office365.com:587,outlook-namsouth2.office365.com:587,outlook-namsouth3.office365.com:587,outlook-namsouth4.office365.com:587,outlook-namsouth5.office365.com:587,outlook-namsouth6.office365.com:587;%EMAILADDRESS%
outlook.jp;smtp.office365.com:587,live-nameast.office365.com:587,live-nameast2.office365.com:587,live-nameast3.office365.com:587,live-nameast4.office365.com:587,live-nameast5.office365.com:587,live-namnorthwest.office365.com:587,live-namnorthwest2.office365.com:587,live-namnorthwest3.office365.com:587,live-namnorthwest4.office365.com:587,live-namsouth.office365.com:587,live-namsouth2.office365.com:587,live-namsouth3.office365.com:587,live-namsouth4.office365.com:587,live-namsouth5.office365.com:587,live-namsouth6.office365.com:587,outlook-emeaeast.office365.com:587,outlook-emeaeast2.office365.com:587,outlook-emeaeast3.office365.com:587,outlook-emeaeast4.office365.com:587,outlook-namnorthwest.office365.com:587,outlook-namnorthwest2.office365.com:587,outlook-namnorthwest3.office365.com:587,outlook-namnorthwest4.office365.com:587,outlook-namsouth.office365.com:587,outlook-namsouth2.office365.com:587,outlook-namsouth3.office365.com:587,outlook-namsouth4.office365.com:587,outlook-namsouth5.office365.com:587,outlook-namsouth6.office365.com:587;%EMAILADDRESS%
ovh.net;ssl0.ovh.net:465;%EMAILADDRESS%
outlook.com.au;smtp.office365.com:587,live-nameast.office365.com:587,live-nameast2.office365.com:587,live-nameast3.office365.com:587,live-nameast4.office365.com:587,live-nameast5.office365.com:587,live-namnorthwest.office365.com:587,live-namnorthwest2.office365.com:587,live-namnorthwest3.office365.com:587,live-namnorthwest4.office365.com:587,live-namsouth.office365.com:587,live-namsouth2.office365.com:587,live-namsouth3.office365.com:587,live-namsouth4.office365.com:587,live-namsouth5.office365.com:587,live-namsouth6.office365.com:587,outlook-emeaeast.office365.com:587,outlook-emeaeast2.office365.com:587,outlook-emeaeast3.office365.com:587,outlook-emeaeast4.office365.com:587,outlook-namnorthwest.office365.com:587,outlook-namnorthwest2.office365.com:587,outlook-namnorthwest3.office365.com:587,outlook-namnorthwest4.office365.com:587,outlook-namsouth.office365.com:587,outlook-namsouth2.office365.com:587,outlook-namsouth3.office365.com:587,outlook-namsouth4.office365.com:587,outlook-namsouth5.office365.com:587,outlook-namsouth6.office365.com:587;%EMAILADDRESS%
